doctor_id,display_name,first_name,last_name,specialty,sub_specialty,credential,primary_department_id,hospital_id,employment_type,fte,hire_date,is_active,update_ts
DR00168,Dr. Michelle Zhang,Michelle,Zhang,Obstetrics,,MD CCFP,H003-D05,H003,Staff,1.0,2004-11-21,1,2024-01-01 04:00:00
DR00169,Dr. Patricia Hernandez,Patricia,Hernandez,Internal Medicine,Interventional,MD,H003-D03,H003,Staff,1.0,2015-04-12,1,2024-01-01 04:00:00
DR00170,Dr. Priya Sutherland,Priya,Sutherland,Anaesthesiology,Interventional,MD FRCSC,H003-D07,H003,Staff,0.5,2022-03-17,1,2024-01-01 04:00:00
DR00171,Dr. Claire Campbell,Claire,Campbell,Orthopaedics,Interventional,MD FRCPC,H001-D04,H001,Staff,0.8,2022-03-22,1,2024-01-01 04:00:00
DR00172,Dr. Lisa Wright,Lisa,Wright,Respirology,,MD FRCSC,H003-D09,H003,Staff,0.6,2003-11-21,1,2024-01-01 04:00:00
DR00173,Dr. Mark Green,Mark,Green,Cardiology,,MD,H002-D01,H002,Staff,0.6,2003-07-02,1,2024-01-01 04:00:00
DR00174,Dr. Claire Smith,Claire,Smith,Neurology,Paediatric,MD FRCSC,H002-D08,H002,Resident,0.6,2007-06-08,1,2024-01-01 04:00:00
DR00175,Dr. Jin Allen,Jin,Allen,Cardiology,Paediatric,MD,H003-D01,H003,Locum,1.0,2020-11-27,1,2024-01-01 04:00:00
DR00176,Dr. Chen Kelly,Chen,Kelly,General Surgery,Paediatric,MD FRCPC,H001-D02,H001,Staff,1.0,2003-05-19,1,2024-01-01 04:00:00
DR00177,Dr. Michael Hernandez,Michael,Hernandez,Obstetrics,Interventional,MD FRCPC,H001-D05,H001,Staff,1.0,2017-12-10,1,2024-01-01 04:00:00
DR00178,Dr. Jin Jackson,Jin,Jackson,Oncology,Paediatric,MD CCFP,H002-D07,H002,Staff,1.0,2011-01-06,1,2024-01-01 04:00:00
DR00179,Dr. Daniel Mitchell,Daniel,Mitchell,Emergency Medicine,Surgical,MD,H002-D04,H002,Staff,0.6,2018-08-22,1,2024-01-01 04:00:00
DR00180,Dr. Betty Walker,Betty,Walker,Paediatrics,Surgical,MD,H002-D06,H002,Locum,1.0,2003-10-06,1,2024-01-01 04:00:00
DR00181,Dr. Elizabeth Scott,Elizabeth,Scott,Paediatrics,,MD FRCSC,H001-D06,H001,Staff,0.8,2003-01-27,1,2024-01-01 04:00:00
DR00182,Dr. Kevin Gonzalez,Kevin,Gonzalez,Orthopaedics,Interventional,MD FRCSC,H001-D04,H001,Staff,1.0,2004-02-15,1,2024-01-01 04:00:00
DR00183,Dr. Linda Robinson,Linda,Robinson,Emergency Medicine,Paediatric,MD CCFP,H001-D08,H001,Staff,1.0,2021-11-01,1,2024-01-01 04:00:00
DR00184,Dr. Nikolai Ross,Nikolai,Ross,Obstetrics,,MD CCFP,H002-D05,H002,Locum,0.4,2020-02-08,1,2024-01-01 04:00:00
DR00185,Dr. Priya Lee,Priya,Lee,Physiatry,,MD FRCPC,H003-D03,H003,Locum,1.0,2020-07-25,1,2024-01-01 04:00:00
DR00186,Dr. Daniel Scott,Daniel,Scott,Anaesthesiology,Interventional,MD CCFP,H001-D01,H001,Staff,0.4,2022-11-20,1,2024-01-01 04:00:00
DR00187,Dr. Betty Campbell,Betty,Campbell,General Surgery,Interventional,MD,H001-D02,H001,Staff,0.4,2020-09-04,1,2024-01-01 04:00:00
DR00188,Dr. Patricia Li,Patricia,Li,Physiatry,Interventional,MD FRCSC,H002-D06,H002,Staff,1.0,2006-07-23,1,2024-01-01 04:00:00
DR00189,Dr. Marie Clark,Marie,Clark,Obstetrics,Paediatric,MD,H001-D05,H001,Staff,0.6,2018-03-07,1,2024-01-01 04:00:00
DR00190,Dr. Raj Moore,Raj,Moore,Anaesthesiology,Interventional,MD CCFP,H003-D02,H003,Locum,0.5,2019-05-14,1,2024-01-01 04:00:00
DR00191,Dr. Zara Hassan,Zara,Hassan,Orthopaedics,Surgical,MD FRCPC,H003-D04,H003,Staff,1.0,2010-06-16,1,2024-01-01 04:00:00
DR00192,Dr. Linda Santos,Linda,Santos,Anaesthesiology,Surgical,MD,H003-D06,H003,Staff,0.8,2004-06-25,1,2024-01-01 04:00:00
DR00193,Dr. Fatima Miller,Fatima,Miller,Internal Medicine,Paediatric,MD,H001-D03,H001,Staff,0.4,2008-12-03,1,2024-01-01 04:00:00
DR00194,Dr. Amanda Wang,Amanda,Wang,Respirology,,MD FRCSC,H002-D09,H002,Locum,0.5,2010-09-26,1,2024-01-01 04:00:00
DR00195,Dr. Robert Thompson,Robert,Thompson,Obstetrics,Interventional,MD CCFP,H001-D05,H001,Staff,0.6,2007-03-28,1,2024-01-01 04:00:00
DR00196,Dr. Sandra Anderson,Sandra,Anderson,Neurology,Surgical,MD FRCPC,H001-D08,H001,Resident,0.8,2012-12-19,1,2024-01-01 04:00:00
DR00197,Dr. Patricia Tremblay,Patricia,Tremblay,Respirology,,MD FRCPC,H002-D09,H002,Staff,1.0,2012-07-22,1,2024-01-01 04:00:00
DR00198,Dr. Kenneth Kelly,Kenneth,Kelly,Physiatry,Paediatric,MD FRCPC,H001-D09,H001,Staff,1.0,2021-03-21,1,2024-01-01 04:00:00
DR00199,Dr. Aisha Brown,Aisha,Brown,Cardiology,Interventional,MD FRCSC,H002-D01,H002,Staff,0.8,2017-09-20,1,2024-01-01 04:00:00
DR00200,Dr. Raj Murphy,Raj,Murphy,Orthopaedics,Paediatric,MD CCFP,H002-D04,H002,Locum,1.0,2019-02-03,1,2024-01-01 04:00:00
DR00201,Dr. Robert Gagnon,Robert,Gagnon,Neurology,,MD FRCSC,H002-D08,H002,Staff,0.6,2005-07-24,1,2024-01-01 04:00:00
DR00202,Dr. Jean Harris,Jean,Harris,Obstetrics,,MD FRCSC,H001-D05,H001,Staff,1.0,2021-10-10,1,2024-01-01 04:00:00
DR00203,Dr. Nikolai Ferreira,Nikolai,Ferreira,Emergency Medicine,Paediatric,MD CCFP,H001-D06,H001,Staff,1.0,2004-05-17,1,2024-01-01 04:00:00
DR00204,Dr. Priya Rossi,Priya,Rossi,Internal Medicine,Interventional,MD,H004-D03,H004,Staff,1.0,2010-12-31,1,2024-01-01 04:00:00
DR00205,Dr. Fatima Thompson,Fatima,Thompson,General Surgery,Paediatric,MD FRCSC,H002-D02,H002,Staff,1.0,2010-12-13,1,2024-01-01 04:00:00
DR00206,Dr. Sarah Ricci,Sarah,Ricci,Neurology,Paediatric,MD CCFP,H003-D08,H003,Staff,1.0,2013-06-14,1,2024-01-01 04:00:00
DR00207,Dr. Sarah Wilson,Sarah,Wilson,Orthopaedics,Surgical,MD FRCSC,H002-D04,H002,Staff,1.0,2021-10-26,1,2024-01-01 04:00:00
DR00208,Dr. Sofia Nowak,Sofia,Nowak,Orthopaedics,Paediatric,MD FRCSC,H002-D04,H002,Staff,0.5,2003-11-30,1,2024-01-01 04:00:00
DR00209,Dr. Emily Tran,Emily,Tran,Orthopaedics,Surgical,MD FRCPC,H001-D04,H001,Locum,1.0,2019-04-26,1,2024-01-01 04:00:00
DR00210,Dr. Barbara Davis,Barbara,Davis,Physiatry,Interventional,MD CCFP,H001-D05,H001,Staff,0.6,2016-10-13,1,2024-01-01 04:00:00
DR00211,Dr. Jean Baker,Jean,Baker,Neurology,Interventional,MD FRCSC,H001-D08,H001,Resident,0.5,2019-12-11,1,2024-01-01 04:00:00
DR00212,Dr. Michael Wang,Michael,Wang,Cardiology,Interventional,MD FRCPC,H002-D01,H002,Staff,0.6,2012-06-29,1,2024-01-01 04:00:00
DR00213,Dr. Diego Singh,Diego,Singh,Neurology,Surgical,MD FRCSC,H001-D08,H001,Locum,0.5,2021-09-18,1,2024-01-01 04:00:00
DR00214,Dr. Nancy Kumar,Nancy,Kumar,Anaesthesiology,,MD,H003-D04,H003,Staff,1.0,2011-01-17,1,2024-01-01 04:00:00
DR00215,Dr. Luc Okafor,Luc,Okafor,Orthopaedics,Interventional,MD FRCSC,H001-D04,H001,Staff,1.0,2007-03-25,1,2024-01-01 04:00:00
DR00216,Dr. Daniel Gagnon,Daniel,Gagnon,Respirology,Paediatric,MD FRCSC,H003-D09,H003,Locum,1.0,2020-08-24,1,2024-01-01 04:00:00
DR00217,Dr. Jean Roy,Jean,Roy,Cardiology,Paediatric,MD,H002-D01,H002,Resident,1.0,2018-06-01,1,2024-01-01 04:00:00
DR00218,Dr. Sandra Clark,Sandra,Clark,Anaesthesiology,Surgical,MD FRCPC,H001-D05,H001,Staff,0.5,2022-08-05,1,2024-01-01 04:00:00
DR00219,Dr. Robert Johnson,Robert,Johnson,Anaesthesiology,Paediatric,MD,H001-D06,H001,Staff,0.8,2014-06-22,1,2024-01-01 04:00:00
DR00220,Dr. Sandra Patel,Sandra,Patel,Neurology,,MD FRCPC,H001-D08,H001,Staff,1.0,2017-08-20,1,2024-01-01 04:00:00
DR00221,Dr. Sofia Park,Sofia,Park,Cardiology,Surgical,MD CCFP,H002-D01,H002,Staff,1.0,2013-06-19,1,2024-01-01 04:00:00
DR00222,Dr. Steven Roy,Steven,Roy,Orthopaedics,,MD FRCPC,H001-D04,H001,Resident,0.8,2007-10-18,1,2024-01-01 04:00:00
DR00223,Dr. Brian Khan,Brian,Khan,General Surgery,Surgical,MD FRCSC,H002-D02,H002,Staff,1.0,2022-02-17,1,2024-01-01 04:00:00
DR00224,Dr. Tomas Kowalski,Tomas,Kowalski,Physiatry,Paediatric,MD CCFP,H001-D05,H001,Staff,0.8,2018-02-14,1,2024-01-01 04:00:00
DR00225,Dr. Hiroshi Nguyen,Hiroshi,Nguyen,General Surgery,,MD,H003-D02,H003,Staff,0.8,2006-12-28,1,2024-01-01 04:00:00
DR00226,Dr. Nancy Park,Nancy,Park,Cardiology,Surgical,MD FRCSC,H003-D01,H003,Staff,0.8,2021-03-21,1,2024-01-01 04:00:00
DR00227,Dr. Chiara Tran,Chiara,Tran,General Surgery,,MD FRCSC,H002-D02,H002,Staff,0.8,2009-02-02,1,2024-01-01 04:00:00
DR00228,Dr. Jessica Lopez,Jessica,Lopez,Internal Medicine,,MD,H002-D03,H002,Staff,0.5,2011-10-04,1,2024-01-01 04:00:00
DR00229,Dr. Linda MacDonald,Linda,MacDonald,Paediatrics,Paediatric,MD,H002-D06,H002,Staff,1.0,2008-01-22,1,2024-01-01 04:00:00
DR00230,Dr. Nancy Tran,Nancy,Tran,Cardiology,Interventional,MD CCFP,H003-D01,H003,Staff,0.6,2013-08-20,1,2024-01-01 04:00:00
DR00231,Dr. Hassan King,Hassan,King,Oncology,Surgical,MD FRCPC,H001-D07,H001,Staff,1.0,2021-03-11,1,2024-01-01 04:00:00
DR00232,Dr. Amara Thompson,Amara,Thompson,General Surgery,Paediatric,MD,H003-D02,H003,Staff,0.8,2007-04-19,1,2024-01-01 04:00:00
DR00233,Dr. Hiroshi Ricci,Hiroshi,Ricci,Oncology,Paediatric,MD CCFP,H001-D07,H001,Staff,0.6,2017-07-12,1,2024-01-01 04:00:00
DR00234,Dr. Amara Zhang,Amara,Zhang,Neurology,Interventional,MD FRCPC,H003-D08,H003,Staff,1.0,2018-02-12,1,2024-01-01 04:00:00
DR00235,Dr. David Li,David,Li,Internal Medicine,Surgical,MD FRCSC,H002-D03,H002,Staff,1.0,2021-02-24,1,2024-01-01 04:00:00
DR00236,Dr. Matthew Santos,Matthew,Santos,Paediatrics,Surgical,MD CCFP,H002-D06,H002,Staff,1.0,2013-03-27,1,2024-01-01 04:00:00
DR00237,Dr. Nancy Rossi,Nancy,Rossi,General Surgery,Surgical,MD FRCSC,H001-D02,H001,Staff,1.0,2005-11-04,1,2024-01-01 04:00:00
DR00238,Dr. Hiroshi Fraser,Hiroshi,Fraser,Oncology,,MD FRCPC,H001-D07,H001,Staff,0.8,2002-05-14,1,2024-01-01 04:00:00
DR00239,Dr. Ingrid Johnson,Ingrid,Johnson,General Surgery,Surgical,MD CCFP,H003-D02,H003,Staff,1.0,2014-05-12,1,2024-01-01 04:00:00
DR00240,Dr. Patricia Singh,Patricia,Singh,Internal Medicine,Surgical,MD,H003-D03,H003,Staff,0.5,2012-03-20,1,2024-01-01 04:00:00
